イベントID,地震発生場所,地震発生時刻,観測点で地震を検知した時刻,緯度,経度,マグニチュード,県名称,市町村名称,最大震度,震度観測点の情報
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,西川町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,山形朝日町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,大江町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,大石田町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,鶴岡市,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,酒田市,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,三川町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,庄内町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,山形県,遊佐町,1,米沢市アルカディア 米沢市林泉寺＊ 米沢市駅前 米沢市金池＊ 長井市本町＊ 南陽市三間通＊ 高畠町高畠＊ 山形川西町上小松＊ 山形小国町岩井沢 山形小国町小国小坂町＊ 白鷹町黒鴨 白鷹町荒砥＊ 飯豊町上原＊ 飯豊町椿＊ 最上町向町＊ 新庄市東谷地田町 新庄市堀端町＊ 新庄市住吉町＊ 舟形町舟形＊ 真室川町新町＊ 大蔵村肘折＊ 大蔵村清水＊ 戸沢村古口＊ 上山市河崎＊ 村山市中央＊ 天童市老野森＊ 東根市中央＊ 山辺町緑ケ丘＊ 中山町長崎＊ 河北町谷地 河北町役場＊ 山形市緑町 山形市薬師町＊ 山形市旅篭町＊ 寒河江市西根＊ 寒河江市中央＊ 尾花沢市若葉町＊ 西川町海味＊ 山形朝日町宮宿＊ 大江町左沢＊ 大石田町緑町＊ 鶴岡市温海川 鶴岡市道田町＊ 鶴岡市藤島＊ 酒田市亀ケ崎 酒田市飛鳥＊ 酒田市山田＊ 三川町横山＊ 庄内町余目＊ 遊佐町遊佐 遊佐町舞鶴＊ 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,大子町,3,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,水戸市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,日立市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,常陸太田市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,高萩市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,北茨城市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
20220804094828,福島県沖,2022-08-04T09:48:00+09:00,2022-08-04T09:48:00+09:00,37.1,141.11666666666667,5.6,茨城県,笠間市,2,大子町池田＊ 水戸市金町 水戸市千波町＊ 水戸市内原町＊ 水戸市栗崎町＊ 日立市助川小学校＊ 日立市十王町友部＊ 日立市役所＊ 常陸太田市町屋町 常陸太田市町田町＊ 常陸太田市大中町＊ 常陸太田市金井町＊ 常陸太田市高柿町＊ 高萩市安良川＊ 高萩市本町＊ 北茨城市磯原町＊ 北茨城市中郷町＊ 笠間市石井＊ 笠間市中央＊ 笠間市下郷＊ ひたちなか市南神敷台＊ ひたちなか市東石川＊ ひたちなか市山ノ上町 常陸大宮市中富町 常陸大宮市北町＊ 常陸大宮市山方＊ 常陸大宮市野口＊ 常陸大宮市高部＊ 那珂市福田＊ 那珂市瓜連＊ 小美玉市小川＊ 小美玉市堅倉＊ 小美玉市上玉里＊ 茨城町小堤＊ 城里町石塚＊ 城里町阿波山＊ 城里町小勝＊ 東海村東海＊ 大洗町磯浜町＊ 土浦市常名 土浦市藤沢＊ 土浦市田中＊ 石岡市柿岡 石岡市若宮＊ 石岡市八郷＊ 常総市新石下＊ 常総市水海道諏訪町＊ 筑西市舟生 筑西市門井＊ 筑西市海老ヶ島＊ 筑西市二木成＊ 坂東市馬立＊ 坂東市山＊ 坂東市岩井 坂東市役所＊ かすみがうら市上土田＊ かすみがうら市大和田＊ 桜川市真壁＊ 桜川市羽田＊ 桜川市岩瀬＊ 行方市麻生＊ 行方市玉造＊ 鉾田市汲上＊ 鉾田市鉾田 鉾田市造谷＊ 五霞町小福田＊ 茨城古河市下大野＊ 茨城古河市仁連＊ 結城市中央町＊ 龍ケ崎市役所＊ 下妻市本城町＊ 下妻市鬼怒＊ 取手市寺田＊ 取手市藤代＊ 牛久市中央＊ つくば市天王台＊ つくば市研究学園＊ つくば市小茎＊ 茨城鹿嶋市鉢形 茨城鹿嶋市宮中＊ 潮来市堀之内 潮来市辻＊ 守谷市大柏＊ 稲敷市江戸崎甲＊ 稲敷市役所＊ 稲敷市伊佐津＊ 稲敷市結佐＊ 稲敷市須賀津＊ つくばみらい市加藤＊ つくばみらい市福田＊ 美浦村受領＊ 阿見町中央＊ 八千代町菅谷＊ 境町旭町＊ 利根町布川 
